id	comentario	data	autor	dominio	avaliacao_dominio	estrelas	avaliacao_conceitual
1322	O iPhone desbloqueado inclui todos os recursos do iPhone, mas nenhum compromisso de contrato. Você pode ativá-lo e usá-lo em sua rede sem fio GSM compatível preferida. O iPhone 4 desbloqueado ou iPhone 4S não funciona com operadoras CDMA. Se você não quer se comprometer com um contrato de serviço por um ano ou mais, ou se prefere usar uma operadora local ao viajar para o exterior, o iPhone desbloqueado é a melhor opção. Ele é fornecido sem o cartão micro-SIM. Assim, você precisará adquirir um cartão micro-SIM ativo de qualquer operadora GSM compatível no mundo inteiro. Para começar a usá-lo, basta inserir o cartão micro-SIM no slot do seu iPhone e ligá-lo ao pressionar e manter pressionado o botão Liga/Desliga por alguns segundos. Depois, siga as instruções na tela para configurar seu iPhone.	2013-09-04 00:00:00	caiomecca	buscape		5	IF
1324	ate que é um celular legal mas nao da para por exemplo colocar um cartao de memoria. O sistema ios nao grandes coisa,transferencia para o pc nao é mioto facil	2013-07-23 00:00:00	jaffe da silva xa...	buscape	\0	5	SF
1326	Excelente produto, surreal...	2013-07-12 00:00:00	paulo	buscape		5	SF
1327	esse celular e muinto bão rapido dura bastante não trava a camera e bão em fim esse celular e bão	2013-07-11 00:00:00	guilherme	buscape		5	SF
1328	gostei muito	2013-07-04 00:00:00	helyton galheno	buscape		5	SF
1330	Sonho de consumo da minha Filha	2013-03-15 00:00:00	miria martins de ...	buscape		5	SF
1333	Comprei um Smartphone Razr D1, na loja da Tim - Celular Mix (Rak & Rai Telecomicação Ltda.) do Shopping SP Market, que não me entregou o Cupom Fiscal. Uns dez dias depois da compra o celular apagou e não ligou mais. Voltei na Loja da Tim onde eu o havia comprado, e solicitei a troca do aparelho, porém a loja alegou que o problema era com a Assistência Técnica, mas que não sabia onde tinha uma autorizada. Como eu não tinha o Cupom Fiscal, tive que esperar 1 semana para que me entregassem uma declaração de compra. Depois de pesquisar na internet, encontrei uma Assistência Técnica autorizada da Motorola, a PLL Angélica Celulares Ltda., na Av. Angelica. Deixei o aparelho lá e liguei uma semana depois para saber o a condição do aparelho. A PLL me informou que havia enviado o aparelho para a Fábrica Motorola para analise. Liguei várias vezes na PLL e a resposta é sempre a mesma: O aparelho está em analise na fábrica da Motorola. Cansado de esperar, liguei na Motorola e a resposta que obtive foi que ainda não tem o laudo do aparelho.	2013-09-08 00:00:00		buscape	\0	1	IF
1335	Comprei esse smartphone com o intuito de utiliza-lo apenas para internet. Na verdade possuo dois telefones: um de conta fixa e um outro somente para uso da internet em que uso um cartão pré-pago pois na verdade utilizo normalmente com acesso wi-fi. Ocorre que com poucos meses de uso sem motivo algum o aparelho da motorola simplesmente NÃO acessa mais redes wi-fi. Simplesmente é como se tivesse sumido essa opção. No meu caso o celular ficou simplesmente fora de utilidade. Acessando por meio de buscas algumas reclamações sobre o aparelho descobri que esse mesmo FATO aconteceu com milhares de pessoas. É um absurdo a Motorola não ter feito ainda um RECALL para acerto ou o que quer que seja a respeito desse erro técnico da marca. Não indico esse celular para ninguém. Comprei o mesmo porque me falaram que ele era mais durável pois a bateria é acoplada sem ter como retira-la, entre outras coisas mas no mundo atual um celular que não consegue acesso via wi-fi chega a ser uma aberração.	2013-09-05 00:00:00	danielle	buscape	\0	1	SF
1337	esse motorola e muinto rapido a tela touchscren e muinto rapido em fim esse celular e rapido e camera e bão tudo nele e bão	2013-07-11 00:00:00	guilherme	buscape		5	BM
1338	É um ótimo Produto , eu sei porque tenho amigo que tem esse celular, e queria muito ser sorteados por vocês, ganhando esse Celular, Agradeço.	2013-07-03 00:00:00	rafael augusto	buscape		5	SF
1339	Infelizmente o meu aparelho além de aquecer muito tenho problemas recorrentes com o reconhecimento do sim card. Na primeira vez que liguei levou um tempo para reconhecer os dois cartões. Depois de pouco tempo de uso deixou de reconhecer um dos cartões até que finalmente não reconheceu mais o outro. Cheguei a trocar os cartões nas operadoras mas o problema persiste. Enviei para a assistência técnica que não fez nada. Devolveu o aparelho dizendo que não tinha defeito. Após 15 dias de uso o problema voltou. Troco os cartões de lugar mas não adianta. Não recomendo pois já busquei na internet e já li relatos semelhantes ao meu.	2013-06-30 00:00:00	fabio araujo avellar	buscape	\0	1	SF
1340	Celular com um mês trincou a tela, a motorola informou qua a garantia não cobre este problema, nunca mais compro Motorola,lixo	2013-06-28 00:00:00		buscape	\0	1	SF
1341	ele é um otimo celular mesmo não sendo os tops!!	2013-06-21 00:00:00	edilton freitas d...	buscape		5	SF
1348	Tenho este produto desde dezembro e até agora o mesmo só esteve com assistência técnica motorola que também é d péssima qualidade, ou seja o mesmo esta na terceira vez na assistência e neste momento esta na mesma . O pós venda da motorola é também péssimo pois ouvi da atendente que o mesmo só pode ser trocado posterior a 3 idas na assistência. Antes de comprar tomem cuidado pois o barato pode sair caro. Meu plano é completo da operadora oi e até agora não utilizei com a minha necessidade pois esta mais na assistência do que na minha mão, ou seja, bonitinho mais ordinário. Alessandro .	2013-05-06 00:00:00	alessandro de cas...	buscape	\0	1	SF
1349	Não tenho esse celular (ainda) mas já vi muitos vídeos na internet, e me parece perfeito esse celular!	2013-05-06 00:00:00	willy	buscape		5	IF
1350	O APARELHO NÃO É RECONHECIDO NO PC, A BATERIA DURA QUASE NADA, ALEM DISSO O AUTO-FALANTE É ESCONDIDO, SE O APARELHO FOR COLOCADO NUMA SUPERFICIE PLANA, VC CORRE O RISCO DE NÃO OUVIR UMA CHAMADA, OU MESMO UMA MENSAGEM. O GPS, É HORRIVEL, NAO CONSTA OS RADARES ALEM DA VOZ DO GPS SER INAUDIVEL SE VC ESTIVER NO TRANSITO. NAO COMPRARIA SE SOUBESSE DISSO, ALEM DO MAIS E PRA PIORAR A CAMERA É UMA OUTRA BRINCADEIRA, A RESOLUÇÃO É HORRIVEL, BAIXISSIMA PARA UM APARELHO COM O PREÇO DESSE, E PIOR, A CAMERA NAO POSSUI UM BOTÃO EXCLUSIVO, PORTANTO TEM QUE USAR AS DUAS MÃOS PARA TIRAR UMA FOTO...	2013-04-22 00:00:00	jairo de paula dias	buscape	\0	1	IF
1352	Comprei esse aparelho pensando que seria um ótimo custoxbenefício como muitos falavam, mas foi um péssimo negócio pois os 2 chips não trabalham simultaneamente (quando ativa o plano de dados em algum dos chips o outro fica inativo, não recebendo chamadas) e o Android trava muito na navegação, não é um deslise liso e trava constantemente. Não recomendo a compra desse Razr D3 Motorola, totalmente insatisfeito tanto que já solicitei o ressarcimento do valor pago para comprar outro aparelho.	2013-04-12 00:00:00	alex dias	buscape	\0	1	BM
1379	Uma ótima relação custo-benefício para quem procura um celular de 2 chips ! O que gostei: Acho ótima as funcionalidades desse celular. Considero um dos melhores, senão o melhor, celulular de 2 chips no mercado atualmente. Possui memória e processamento adequados para quem não pretende usar o celular para brincar com joguinhos. Não que ele não funcione também com jogos. Mas acho a tela pequena para o mesmo. O que não gostei: Poderia haver a opção de compra do celular na cor preta e mais acessórios para ele.	2012-08-28 00:00:00	mauriciommf	buscape		1	SF
1380	NÃO ACHEI ESTE TELEFONE CADASTRADO NO SITE DA SAMSUNG. SERÁ QUE É PIRATA, SE FOR É UMA PENA. O que gostei: PARECE SER UM ÓTIMO CELULAR, TUDO DE MELHOR. O que não gostei: NÃO ACHEI ESTE TELEFONE CADASTRADO NO SITE DA SAMSUNG. SERÁ QUE É PIRATA, SE FOR É UMA PENA.	2012-08-06 00:00:00	fernanda araujo	buscape	\0	1	IF
1385	O aparelho completo, não falta nem falar, pois já vem com S voice, extremamente eficiente, rápido, bateria durável, passo 1 dia inteiro e sobra 35% de carga, com uso intenso, wi-fi ligado, vendo videos, jogos, internet. Depois desse aparelho aposentei meu notebook, realmente substitui, videos chamadas são impressionantes qualidade extrema. Até o momento não houve travamentos. Ps. ainda não fiz chamadas telefônicas, será que precisa, na minha opinião ligações ficou pra segundo plano. S Pen responde perfeitamente, em tempo real, parece que escrevemos em uma folha de papel, porém não tão cara, rs. Na dúvida de comprar, eu também fiquei, NÃO SE ARREPENDERÁ, crie coragem e clique em comprar, quando chegar você nem vai lembrar que pagou 2 mil e pouco. Câmera perfeita, rápida, qualidade impressionante. Espero ter ajudado, qq duvida entre em contato. Att Maykon O que gostei: Qualidade, velocidade, bateria, funções. O que não gostei: Nada, ainda.	2012-12-16 00:00:00	xarmoso1	buscape		5	SF
1388	esse celular podia ser 300 reais sem mais e sem menos!!	2013-09-28 00:00:00	nathalya almeida	buscape	\0	5	IF
1389	Ele so é bonitinho.	2013-09-13 00:00:00	e-bit	buscape	\0	1	IF
1392	com poucos apps instalados fica avisando que não tem memoria suficiente,mesmo colocando um cartão de memoria de 16 Gb,não aceita passar nada pro cartão,se passaainda não descobri.Comprar ele é duas alegrias,uma na hora que compra,e outra na hora que desiste e compra outro modelo.foi o pior que comprei entre todos,até um ling-ling,com linguagem Portugues-PT,é melhor.	2013-08-30 00:00:00	eliseu carrari de...	buscape	\0	1	BM
1396	Comprei esse celular pois precisava de um dual chip e não queria gastar muito e como era Samsung, que eu considero uma boa marca, achei que era uma boa opção. No começo achei bom mas logo percebi que me enganei. Ele possui pouca memória interna, logo não é possível instalar muitos aplicativos, instalei uns dois e a partir do terceiro ele começou a acusar que a memória estava baixa e que não era possível prosseguir com novas instalações, nem atualizações dos aplicativos que possuo eu posso fazer. Não demorou muito o cartão de memória dele apresentou problemas. A internet mesmo na Wi-Fi com banda larga ainda é lenta, nem preciso comentar da 3G. Resumindo... Não recomendo a compra deste produto.	2013-08-14 00:00:00	rodrigo barbalho	buscape	\0	1	BM
1398	Ganhei essa *** de presente de aniversário, como adoro informática, resolvi incluir tudo que tinha direito, instalei a conexão WiFi,pois tenho roteador em casa, más quando entrei na internet para testar , os aplicativos que já vem instalados no Smartfone, começaram a se atualizar e no mesmo momento a memória do aparelho se esgotou, e o pior, mesmo usando só em casa, eu pensando que estava usando minha internet via roteador, me enganei, estava sendo tarifado por uma operadora de cel Tim por serviço de uso de internet. Quer um conselho, se quer entrar no mundo dos Smartfones ,compra logo um com bastante memória, porque esse não tem quase nada de memória.	2013-07-30 00:00:00	hildo	buscape	\0	1	IF
1400	Eu acho este aparelho ótimo mais só tem um porem o custo dele, ele e bem caro e eu não tenho este dinheiro.O que eu sempre quis foi este iphone 5 pedi muito ao meu deus que meu sonho podese se realizar ai meu amigo mim falou desta avaliacao premiada ele falou que era para eu poder avaliar qualquer produto da buscape que eu poderia concorre a um iphone 5 ai eu falei com ele meu sonho se realizou e hoje estou aqui deixando minha experiencia do produto	2013-07-25 00:00:00	pedrynhõ sãntõs	buscape		5	IF
1409	eu queria ganhar pq eu sou mt pobrinho sabe e eu sempre sonheii	2013-07-02 00:00:00	gustavo	buscape		5	IF
1414	PÉSSIMO CELULAR, se não quiserem ter DOR DE CABEÇA CONSTANTE NÃO COMPREM essa *** por favor, é um PÉSSIMO CELULAR, recebe MENSAGENS INDESEJADAS 24 HORAS POR DIA, mas precisamente de 2 em 2 minutos, pesquiso na INTERNET como CANCELAR ESSAS MALDITAS MENSAGENS, faço CERTINHO todos os procedimentos que passam e DE NADA ADIANTA, entrei em contato com a operadora e eles falam que NÃO DEPENDE DELES, MAS SIM DAS CONFIGURAÇÕES DO PRÓPRIO APARELHO, mas de nada adianta vc QUEBRAR A CABEÇA tentando resolver tal problema, outra, a BATERIA dele dura apenas 24 HORAS, mesmo sem vc está o utilizando muito, o meu chegou na SEXTA FEIRA e hoje DOMINGO, já efetuei 2 RECARGAS NELE e no máximo até amanhã cedo estarei dando a terceira, querem mais razões pra NÃO COMPRAREM um desses e futuramente NÃO PASSAREM RAIVA?, então tá, NÃO UTILIZA ARQUIVOS MP3 COMO TOQUES DE CHAMADAS, só os padrõesinhos que já vem nele e assim mesmo 6 ou 7, e todos MUITO FEIOS E CHATOS, enfim, finalizo aqui minha avaliação desse TERRÍVEL APARELHO DE *** que só serve para o dono passar raiva, VTNC bando de *** dos desenvolvedores dessa porcaria...	2013-05-26 00:00:00	josenildo pragana	buscape	\0	1	IF
1422	Comprei um em janeiro/2013 achando que fiz grande negócio. Que fria! Quando mais preciso dele para fazer uma ligação ele se nega. E não adianta mudar do chip 1 para o 2 ou vice-versa. Só reiniciando. Vejam os fóruns a respeito. E quando o aparelho reinicia sozinho, do nada, sem motivo aparente? Ele simplesmente desliga e liga sozinho. Digite o número, clique em "Chamar", para fazer aquela ligação urgente, e... pá... desliga... e aí é jogar na parede para descontar a raiva. Do resto, os outros recursos (se você tiver paciência para aguentar as constantes reiniciadas) até que vai bem: GPS, internet, envio de mensagens e outros recursos tem boa funcionalidade. SAMSUNG nunca mais. Esse marca não me engana de novo. Se você quer um aparelho robusto e simples para fazer/receber ligações, enviar/receber mensagens use NOKIA. Se quiser uma smartphone de verdade use IPHONE.	2013-04-05 00:00:00	wendel rogerio la...	buscape	\0	1	SF
1423	Comprei um em janeiro/2013 achando que fiz grande negócio. Que fria! Quando mais preciso dele para fazer uma ligação ele se nega. E não adianta mudar do chip 1 para o 2 ou vice-versa. Só reiniciando. Vejam os fóruns a respeito. E quando o aparelho reinicia sozinho, do nada, sem motivo aparente? Ele simplesmente desliga e liga sozinho. Digite o número, clique em "Chamar", para fazer aquela ligação urgente, e... pá... desliga... e aí é jogar na parede para descontar a raiva. Já fiz duas atualizações de firmware e agora ele está menos pior. Do resto, os outros recursos (se você tiver paciência para aguentar as constantes reiniciadas) até que vai bem: GPS, internet, envio de mensagens e outros recursos tem boa funcionalidade. SAMSUNG nunca mais. Esse marca não me engana de novo. Se você quer um aparelho robusto e simples para fazer/receber ligações, enviar/receber mensagens use NOKIA. Se quiser uma smartphone de verdade use IPHONE.	2013-04-05 00:00:00	wendel zschornack	buscape	\0	1	SF
1427	Adoreeeeei,super prático e eficiente.Respondeu bem as minhas necessidades.Recomendo.	2013-03-21 00:00:00	marcia	buscape		5	SF
1428	otimo	2013-03-20 00:00:00	milena	buscape		5	SF
1429	Ótimo celular para quem procura ter um aparelho com o andoid.Roda a maior parte dos aplicativos sem problemas.Melhor celular em relação custo/benefício	2013-03-15 00:00:00	phillipe	buscape		5	BM
1430	comprei esse celular em nov/12, até agora não consegui usar a internet tim (não comprem cel c/ dois chips- se for vivo e tim há conflito de chips), rede indisponivel TIM a toda hora, rede autorizada da SAMSUNG no ABC não resolve os problemas , memória interna do celular é muito baixa (comprei um cartão SD de 8G e a maioria dos aplicativos não podem ser transferidos para o cartão SD). Volume de toque muito baixo. Péssima escolha!!!! Me arrependi totalmente. Estou tentando até hoje (14/03/13) resolver meu problema da internet TIM e REDE INDISPONIVEL!!!! Comprei porque achei o preço baixo, mas o BARATO saiu muito CARO!!	2013-03-14 00:00:00	simone omura	buscape	\0	1	SF
1433	Não vale o custo. Ganhei de presente esse celular há pouco tempo e, apesar dos cuidados, ele está cheio de problemas. Trava do nada sozinho e desliga; é extremamente lento; poucos aplicativos são compatíveis com ele; e a câmera e os outros utilitários são todos "mais ou menos". Péssimo investimento. Com um pouco mais, dá pra conseguir algo muito melhor. Não recomendo.	2013-03-07 00:00:00	ana araujo	buscape	\0	1	PL
1437	Pouca memóra, péssimo como telefone, perde sinal a todo momento, som muito baixo, desliga do nada....Veja a quantidade de reclamações do Reclame aqui, não preciso dizer mais nada. O que gostei: Nenhum O que não gostei: Esse aparelho não funciona!!!	2013-02-09 00:00:00	neide konishi	buscape	\0	1	PL
1440	Esse Galaxy Y Duos da Samsung é uma tremenda de uma porcaria. Trava o tempo todo. Apresenta problemas na hora de reconhecer os chips. A leitura do cartão de memória interna oscila a todo instante. Não há memória interna suficiente nem para atualizar softwares que já vem instalados no sistema. O GPS não funciona se a internet não estiver conectada. Em resumo, não funciona e só serve pra aborrecer. O que gostei: Formato, tamanho, peso. O que não gostei: Muito instável. Não é confIável. Trava a todo instante.	2013-02-02 00:00:00	diego normandi	buscape	\0	1	BM
1467	Já usei o S4 de um conhecido e adorei, quero comprar o meu o quanto antes!	2013-07-20 00:00:00	ana carolina pavarin	buscape		5	SF
1469	otimo produto da samsung	2013-07-05 00:00:00	thalys olegario	buscape		5	SF
1471	Gostei bastante do celular.	2013-06-15 00:00:00	fabricio dos sant...	buscape		5	SF
1479	minha prima tem e o acesso as rede social e muito bom vou comprar um sim	2013-07-28 00:00:00	mayara	buscape		5	SF
1483	usei pouco mas voltei a usar de um tempo	2013-07-22 00:00:00	rosa spaggiari	buscape	\0	5	IF
1491	O Galaxy Y é um produto bem popular, mas, por que exatamente? Ele é um smartphone de entrada bem antigo e faz vergonha dizer que é da Samsung, e, até para isso ela lançou o Galaxy Young, que é uma evolução do Y. O android é o Gingerbread, a touch não é muito bom, a câmera pior ainda. O design e o display, precisei usar imediatamente uma capa e película para não ralar. Muitos iniciantes o escolhem para entrar no mundo do android pelo preço, erro estúpido. Existem atualmente vários smartphones de entrada com qualidade como o Nokia Lumia 520, Xperia U, Xperia E, Optimus L3 II e o Galaxy Young. São tantas opções que fica realmente difícil entender o motivo deste celular ser tão defasado.	2013-05-25 00:00:00	samuel aguiar	buscape	\0	1	BM
1496	Muito bom, além do design ser super lindo, ele é prático, moderno...	2013-04-04 00:00:00	emiliane xavier	buscape		5	BM
1498	acaba com o sinal, hoooras sem internet.	2013-03-25 00:00:00	jessica tripac ml...	buscape	\0	1	IF
1500	O celular é lindo... o tamanho da tela não é nem pequeno nem grande... o custo / benefício é ótimo! Celular completo, com muitas funções e preço justo.	2013-03-20 00:00:00	carla fernandez m...	buscape		5	BM
1501	eu uso ele e guardo se alguem pega eu do o site de buscape para ele comprar	2013-03-09 00:00:00	felipe	buscape		5	IF
1504	Péssimo telefone e assistência técnica. Eu e meu namorado compramos esse tel e os dois apresentaram o mesmo defeito. O tel fica com uma listra verde e para de funcionar, só voltando depois que a bateria é retirada e novamente colocada.Duração da bateria, nenhuma. Ainda na garantia, mandei pra assintência técnica, que ficou por 29 dias com o tel e qdo me avisaram pra ir buscá-lo, qual não foi a minha surpresa......o tel não tinha sido consertado. Peguei o tel e, sumsung nunca mais.	2013-02-26 00:00:00	zenia silveira ba...	buscape	\0	1	BM
1505	Não compre esse produto. Dinheiro jogado fora. Prefira pagar um pouco mais por outra marca. O que gostei: Nada O que não gostei: Som baixo; gps nunca funcionou; perde contatos; perde sinal facilmente	2013-02-05 00:00:00	persio	buscape	\0	1	BM
1521	não tenho nenhuma opinião sobre este produto apresentado O que gostei: não tenho nenhuma opinião sobre este produto apresentado O que não gostei: não tenho nenhuma opinião sobre este produto apresentado	2012-08-12 00:00:00	ari	buscape	\0	1	IF
1544	definitivamente deve ser o pior aparelho da Samsung, depois de uns meses de uso, ele simplesmente resolve não aceitar seus comandos, esta sempre com a memoria cheia, sendo q vc quase não tem aplicativo, vc clica para chamar, e ele desliga o aparelho, qdo não faz isso sozinho. cheio de 'bugs'. NÃO RECOMENDO!	2013-09-18 00:00:00	flavia castro oli...	buscape	\0	1	BM
1566	Dinheiro jogado fora. Após um tempo de uso, no meu caso, 7 meses, o aparelho reinicia e realiza somente chamada de emergência. Depois de um tempo o defeito piora e não para de reiniciar, ficando direto no modo chamada de emergência, ate desligar. A atualização do android, recomendado pela Samsung, não funcionou. Agora, estou sem celular. Terei que comprar outro.	2013-07-05 00:00:00	cprtorres	buscape	\0	1	SF
1581	Eu acho esse aparelho uma porcaria, pois já mandei pra assistência técnica três vezes e mesmo assim ele continua ruim. Não recomendo pra ninguém. Ele dá problema de memória cheia, sem estar com a capacidade cheia e o cartão de memória também tem problemas.	2013-03-06 00:00:00	pamela gusmao	buscape	\0	1	BM
1607	Não deu nem para avaliar, pois o celular veio com defeito de fábrica. O áudio não funciona. Agora vou ter que encaminhá-lo à assistência técnica, pois a loja onde comprei, Extra.com.br, não respeita o Código de Defesa do Consumidor e se recusa a fazer troca do aparelho, por ter sido solicitada depois de 7 dias da entrega (o Código prevê 30 dias). O que gostei: Design O que não gostei: Não deu para avaliar	2011-10-01 00:00:00	josé pereira de l...	buscape	\0	1	SF
1620	orrivel a qualidade do motorola veio com defeito nao troquei no praso agora estou tendo diculdade de arrumar, pois belo horizonte so tem uma assistencias tecnica O que gostei: nao encontrei nada de qualidade O que não gostei: veio com defeito o audio nao funciona	2012-03-18 00:00:00	e-bit	buscape	\0	1	BM
1629	- Atendimento, Suporte e Assistencia Técnica um Lixo... - Resolução de tela Ruim O que gostei: Nenhum ! O que não gostei: Xing Ling Total... tem garantia de 1 ano, mas na hora que precisei (após 60 dias da compra) a garantia não cobriu o problema (na entrada do fone de ouvido). Ou seja, o aparelho está indo pro lixo...	2012-01-16 00:00:00	gppa	buscape	\0	1	BM
1648	Comprei na cor branca, talves seja a única coisa de interessante a cor, porém logo vem os contras, quem projetou esse celular devia ter visão de coruja.....só pensou em usá lo a noite! Pois durante o dia dependendo do local fica impossivel enxergar as letras pois o teclado é branco e as letras estão numa cor muito clara de pouca luminosidade. A bateria então???Um dia de duração se não houver conversação. Pior ainda, cuidado com o site aonde comprar....NUNCA comprem no NOSSA VITRINE, pois v~]ao receber meio produto, faltando nota fiscal, cabo USB, e até mesmo manual de instrução...pra mim foi tudo lastimável, desde o produto até a loja. O que gostei: Nada O que não gostei: Tudo!!!	2011-08-26 00:00:00	elda	buscape	\0	1	BM
1649	o pior dual chip da motorola, simplesmente uma decepcão total! nada a ver com smartfone.interface lembra muito os genericos O que gostei: marca.design,dual sim O que não gostei: o resto, camera,tela.funcoes,processamento lento, nao sincronisa com pc, simplesmente só serve pra ligar	2011-08-17 00:00:00	carlos art	buscape	\0	1	BM
1657	Não utilizava aparelho da Motorola há muito tempo. O aparelho é muito básico, parece que pegaram um modelo da década de 90 e relançaram. Tirando a função 2 chips não sobra quase nada de positivo. O que gostei: Facilidade na utilização de 2 sim cads O que não gostei: Bateria muito fraca, péssimo de opoerar, funções abaixo da expectativa	2011-07-02 00:00:00	elias da silva ar...	buscape	\0	1	BM
1683	Ouvi uma opinião de que esse aparelho foi montado em cima da plataforma dos chamados " ching ling " e eu estou achando que foi mesmo. No que se refere a conexão com web e redes sociais é péssimo. Site que a assitencia tecnica recomendou para configuração não tem o modelo EX 115. A filmadora é pessima. Foto de qualidade razoavel só durante o dia e com muita luz. Reusmo mal e mal eu commprei um aparelho telefonicoa e mais nada. O que gostei: nenhuma O que não gostei: Não faz conexão com as redes sociais, não recebe e nem envia email. Assitencia tecnica não resolveu. chat não resolveu. loja tim não resolveu. promotora da loja não resolveu. Ninguem resolveu. Produto não consta do site da motorola. Aguardo comentários de voces	2011-02-03 00:00:00	e-bit	buscape	\0	1	BM
1693	Me arrependi profundamente de ter comprado este aparelho, pois precisava de um smarth com dois chips com interface de email, internet e sincronização de calendario, tarefas e contatos, o que ele não faz. O suporte da motorola não me ajudou em nada, somente informou que este aparelho não é um smarth e que não sincorniza nada, isso mesmo, nada... O que gostei: Dual Chip O que não gostei: Péssima interface com contas de email Falsa impressão de um smarthfone Péssima interface de navegação na internet Não faz sincronização de contatos com outlook ou qualquer plataforma de PC ou note	2010-12-19 00:00:00	jonio carvalho	buscape	\0	1	SF
1699	MAIOR ROUBADA !!! Se você quer um CD de instalação vá na loja da Motorola custa R$ 45,00 e não é compatrivel com este modelo. Se você quer ajuda pelo site da Motorola "Não faça perguntas dificeis" porque a atendente lhe dirá que um técnico te ligará por telefone, isto me foi dito as 11:00h são 19:00 e até agora nada. O que gostei: BONITINHO MAS ORDINÁRIO O que não gostei: 1 - Manual não fala nada 2 - Site da Motorola também não te informa qualquer coisa. 3 - Ajuda "Em uma pergunta mais dificil fala que um tecnico te ligará" não liga nunca. 4 - Na assistencia técnica da Motorola eles vendem um CD de iunstalação que custa R$ 45,00 e não é compativel com o modelo. 5 - Duvidas para instalar INTERNET quem te ajuda só a operadora, os atendentes não sabem te instruir.	2010-11-04 00:00:00	pedro	buscape	\0	1	SF
1706	Já tive vários celulares e TVs LG, mas sinceramente, não deram acompanhar a tecnologia e a qualidade ficou pra traz... Adquiri o meu aparelho há pouco mais de 6 meses e de lá pra cá, só dor de cabeça! Os sons do meu aparelho não funcionam e o utilizo apenas para internet. Já enviei pra garantia, fiquei sem celular durante 30 dias e ele voltou com o mesmo problema. FAlar com a LG é simplesmente impossível! A empresa não possui um serviço de ouvidoria ou algo parecido para receber reclamações de falta de atendimento. É so procurar na internet: milhares de cientes com os mesmos problemas, inclusive blogs "lg nunca mais". Pelo mesmo preço, dá pra levar um Galaxy , e a Samsung não precisa de comentários né?	2013-04-17 00:00:00	grace	buscape	\0	1	SF
1712	Adorava acordar cedo e ter meu café prontinho e quente. Durou pouco. Pelo tempo que durou, não vale a pena. O que gostei: Bonitinho O que não gostei: Instável, as telas abrem e fecham sem vc querer, é lento, bateria dura pouco. Pelo preço que paguei, comprava uns quatro Xing Ling e estaria melhor servido.	2012-12-06 00:00:00	celso martini	buscape	\0	1	IF
1716	Comprei o LG P698 ao comparar funcionalidade (2 chips,câmera 3,2 MP, android), com preço. A decepção foi rápida: em menos de 5 meses, pifou a função principal: telefonia. Alegando oxidação da placa (ferrugem) a assistencia técnica da LG diz que nada pode fazer. A fábrica (péssimo atendimento) confirma. Ou seja, o coração do aparelho enferruja, o manual não nos alerta de como evitar e a gente perde a garantia, isto é, o aparelho. Consertar "por fora" sai mais caro que um novo. Não se deixe enganar. FUJA DA MARCA. O que gostei: Apesar de não possuir flash e ter poucos recursos para fotografar, camera razoavel (suficiente para o dia a dia). Sistema android. 2 chips (desbloqueado). O que não gostei: Alto consumo de bateria, operação lenta, agenda deficiente (melhorou com aplicativo), display pouco sensível ao toque. Obsolescencia rápida (programada?) de itens para os quais a LG não oferece garantia. Atendimento ruim na LG, rede de assistência pequena.	2012-12-05 00:00:00	silcz	buscape	\0	1	BM
1718	A bateria dura somente 01 dia. Quando você liga o telefone a bateria já começa a dar sinais de descarregamento nos display. Pensei que era defeito no meu aparelho. Voltei no dia seguinte para efetuar a troca e me informaram que era assim mesmo. Então, joguei meu dinheiro fora. O que gostei: Não encontrados O que não gostei: A bateria dura somente 01 dia. Voltei no dia seguinte para efetuar a troca e me informaram que era assim mesmo. Então, joguei meu dinheiro fora.	2012-11-06 00:00:00		buscape	\0	1	BM
1727	UMA PORCARIA!!! NÃO COMPREM!!! LG tinha que devolver o dinheiro ao consumidor... O que gostei: Dois chips O que não gostei: Bateria não dura nada! Muito lento! Reinicia sozinho... Esquenta bastante... NÃO COMPRE!!!	2012-08-26 00:00:00	marcos gil costa ...	buscape	\0	1	BM
1739	HORRÍVEL ! SE ME OFERECESSEM UM GRATUITAMENTE EU RECUSARIA ! O que gostei: Apenas o fato de ter 2 chips O que não gostei: TUDO É RUIM NESTE PRODUTO. O TOUCH NÃO FUNCIONA DIREITO. O SINAL SOME TODA HORA !! ELE DESLIGA SOZINHO, TRAVA TODA HORA, NÂO COMPLETA LIGAÇÃO, DEMORA PARA RETORNAR À TELA INICIAL, DISPARA LIGAÇÕES OU APLICATIVOS DE FORMA SOZINHA (MESMO COM A TELA TRAVADA). BATERIA NÃO DURA NADA !! RESUMINDO: U-M H-O-R-R-O-R !!!!! E NÃO É DEFEITO DO MEU APARELHO, POIS COMPREI (ACREDITANDO NA MARCA LG) UM PARA A ESPOSA TAMBÉM QUE FAZ A MESMA COISA.. NEM ELA ESTÁ AGUENTANDO O APARELHO. SE ESTÁ PENSANDO EM COMPRAR: DESISTA !	2012-03-22 00:00:00	luiz	buscape	\0	1	IF
1755	ESTE SAMSTORE E GURIVÉIO.COM SÓ COLOCAM PREÇOS FALSOS PARA FAZER AS PESSOAS ENTRAREM NO SITE DELES! A PESSOA VAI LÁ E O PREÇO É BEEEM DIFERENTE. SÓ FAZ PEGAR NOJO DA LOJA! 110 REAIS QUE NADA!!!	2013-07-29 00:00:00	piero	buscape	\0	1	IF
